Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
obese,male,pescatarian,twice a day,electricity,private,lpg,never,263,very frequently,8242,medium,2,16,23,21,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",5399
underweight,female,vegetarian,daily,coal,private,lpg,never,218,never,1817,small,2,24,49,21,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1610
normal,male,pescatarian,less frequently,coal,private,petrol,never,295,rarely,5762,large,7,9,3,21,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",3962
overweight,male,pescatarian,twice a day,electricity,private,electric,sometimes,135,very frequently,6414,large,7,9,50,16,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3526
underweight,female,vegetarian,daily,electricity,private,electric,sometimes,81,never,6105,medium,4,17,1,4,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",545
overweight,female,omnivore,more frequently,coal,private,hybrid,often,85,never,6044,large,2,3,15,5,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2232
obese,male,pescatarian,twice a day,electricity,private,diesel,never,280,never,9193,medium,5,8,29,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4007
underweight,male,vegan,twice a day,electricity,private,diesel,never,276,very frequently,2016,small,7,0,38,15,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2942
obese,female,pescatarian,twice a day,natural gas,private,electric,sometimes,214,very frequently,9410,small,3,11,24,22,Sometimes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3104
overweight,male,vegan,twice a day,natural gas,private,lpg,never,275,rarely,90,medium,4,19,1,21,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1408
obese,female,vegan,more frequently,natural gas,private,hybrid,sometimes,204,very frequently,5685,large,2,0,4,18,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3110
overweight,male,omnivore,less frequently,electricity,private,diesel,sometimes,58,never,3544,medium,1,18,36,15,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2141
normal,female,omnivore,twice a day,electricity,private,electric,never,232,never,5437,extra large,3,0,11,2,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",925
obese,female,omnivore,more frequently,natural gas,private,petrol,never,275,never,5647,large,3,1,3,13,Yes,"['Paper', 'Glass']",[],3338
overweight,male,vegetarian,more frequently,wood,private,hybrid,sometimes,226,never,8641,small,2,5,34,7,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2928
underweight,male,vegan,twice a day,electricity,private,petrol,never,53,very frequently,2060,small,7,11,32,14,No,"['Plastic', 'Glass']","['Grill', 'Airfryer']",3067
overweight,male,pescatarian,twice a day,electricity,private,petrol,never,208,rarely,3899,large,4,17,39,9,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",3272
overweight,male,vegan,daily,electricity,private,diesel,sometimes,183,rarely,6583,extra large,1,12,13,21,No,['Metal'],['Oven'],2912
underweight,female,omnivore,daily,coal,private,diesel,sometimes,203,very frequently,1841,small,2,22,15,7,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2599
overweight,female,pescatarian,less frequently,wood,private,petrol,often,275,rarely,9272,extra large,7,24,45,2,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",5707
obese,male,vegan,twice a day,natural gas,private,petrol,often,245,frequently,1325,large,5,19,40,19,Sometimes,"['Paper', 'Plastic', 'Glass']",[],3491
normal,female,vegetarian,daily,wood,private,petrol,sometimes,95,rarely,7545,extra large,2,11,19,7,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",3531
overweight,male,vegetarian,daily,coal,private,petrol,often,55,frequently,4762,small,6,4,45,17,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4882
underweight,male,vegan,less frequently,coal,private,diesel,sometimes,212,never,4028,extra large,6,20,6,24,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2619
normal,female,vegan,twice a day,coal,private,hybrid,sometimes,96,rarely,4071,large,1,3,28,17,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1983
normal,female,pescatarian,daily,coal,private,lpg,often,207,very frequently,1486,extra large,4,5,46,2,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3522
normal,male,omnivore,less frequently,electricity,private,petrol,sometimes,138,never,7266,extra large,6,6,1,22,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",4155
obese,male,vegetarian,daily,natural gas,private,diesel,sometimes,158,never,3997,small,4,12,36,17,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2963
normal,male,omnivore,more frequently,natural gas,private,hybrid,sometimes,222,rarely,8652,medium,4,4,43,6,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3395
underweight,female,vegetarian,twice a day,natural gas,private,diesel,never,93,never,430,medium,4,19,29,20,No,['Glass'],"['Stove', 'Oven']",1287
overweight,female,vegetarian,twice a day,natural gas,private,lpg,sometimes,161,rarely,8083,small,1,0,21,0,Sometimes,[],"['Oven', 'Grill', 'Airfryer']",3223
overweight,male,omnivore,more frequently,natural gas,private,petrol,often,173,very frequently,4698,extra large,5,14,37,22,No,"['Paper', 'Metal']","['Stove', 'Oven']",5679
normal,female,omnivore,more frequently,natural gas,private,electric,never,128,frequently,5698,large,7,5,44,6,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2251
overweight,male,vegetarian,more frequently,wood,private,diesel,never,230,never,5920,large,1,23,40,5,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",3363
underweight,female,vegetarian,daily,natural gas,private,petrol,often,263,very frequently,140,medium,7,5,31,14,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2438
underweight,male,vegan,daily,coal,private,diesel,often,263,frequently,7000,medium,5,6,25,0,Yes,['Metal'],['Microwave'],3712
normal,female,vegan,more frequently,electricity,private,hybrid,never,114,never,5937,large,5,10,32,16,Yes,"['Plastic', 'Glass']",['Microwave'],1935
obese,female,vegetarian,more frequently,natural gas,private,lpg,sometimes,194,rarely,7097,small,4,7,22,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3300
normal,male,vegetarian,more frequently,wood,private,petrol,never,144,very frequently,3532,medium,6,24,13,13,No,"['Plastic', 'Glass']",['Oven'],3773
overweight,male,vegan,twice a day,coal,private,electric,sometimes,180,rarely,5186,medium,3,10,45,12,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2161
obese,female,omnivore,less frequently,electricity,private,lpg,never,84,very frequently,9951,large,5,5,28,22,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5747
obese,female,vegan,more frequently,coal,private,electric,never,280,rarely,7999,large,5,24,21,4,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",1736
obese,female,pescatarian,daily,coal,private,petrol,often,281,rarely,8720,small,6,22,5,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4779
normal,female,vegan,twice a day,natural gas,private,electric,sometimes,222,rarely,2653,medium,1,5,33,13,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1025
obese,male,omnivore,daily,wood,private,lpg,often,135,rarely,744,large,7,19,45,20,Yes,['Plastic'],"['Oven', 'Microwave']",3184
underweight,male,vegan,twice a day,natural gas,private,petrol,never,66,frequently,2095,medium,4,15,41,22,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",2482
obese,female,pescatarian,less frequently,wood,private,electric,often,171,rarely,4325,medium,1,10,25,18,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1412
underweight,male,vegetarian,more frequently,coal,private,lpg,never,192,rarely,4191,large,2,3,22,23,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2400
obese,female,omnivore,more frequently,wood,private,diesel,never,249,very frequently,804,large,7,22,15,13,No,"['Glass', 'Metal']","['Stove', 'Oven']",3533
normal,female,omnivore,more frequently,coal,private,petrol,sometimes,247,never,6653,extra large,3,16,49,18,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],4059
normal,female,pescatarian,less frequently,coal,private,diesel,sometimes,152,frequently,3789,extra large,6,8,30,3,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],2856
obese,male,pescatarian,less frequently,electricity,private,lpg,often,69,frequently,7388,large,6,18,7,16,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4879
overweight,female,pescatarian,less frequently,coal,private,lpg,never,50,rarely,1225,medium,2,5,13,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1234
underweight,male,vegetarian,less frequently,coal,private,petrol,sometimes,220,never,2868,small,1,1,10,11,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1962
obese,female,vegan,twice a day,natural gas,private,petrol,sometimes,55,rarely,1083,extra large,4,20,19,22,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],1864
underweight,female,vegan,twice a day,coal,private,lpg,often,203,frequently,4145,large,4,6,27,3,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2913
normal,female,vegetarian,less frequently,wood,private,diesel,never,118,very frequently,3634,medium,2,21,41,8,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2938
underweight,female,vegetarian,daily,natural gas,private,hybrid,often,103,never,4685,small,7,10,27,8,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1535
overweight,male,pescatarian,daily,wood,private,lpg,often,205,never,9179,small,6,0,27,6,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",4261
obese,male,vegetarian,more frequently,wood,private,diesel,never,264,frequently,2165,large,2,19,37,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",3226
overweight,female,pescatarian,twice a day,electricity,private,lpg,never,148,never,3722,medium,1,4,35,11,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1843
overweight,male,vegetarian,twice a day,wood,private,electric,often,259,frequently,3913,extra large,7,3,41,17,Yes,"['Paper', 'Glass']",['Oven'],3229
normal,female,vegetarian,less frequently,wood,private,lpg,sometimes,77,frequently,3116,extra large,4,24,27,19,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2787
underweight,male,vegetarian,twice a day,electricity,private,electric,sometimes,113,very frequently,8782,large,3,0,24,8,Sometimes,"['Paper', 'Metal']",[],2087
underweight,male,pescatarian,more frequently,natural gas,private,lpg,sometimes,277,very frequently,4384,small,4,14,38,19,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4013
normal,male,vegetarian,less frequently,coal,private,hybrid,often,274,never,2943,extra large,4,4,31,23,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2323
overweight,male,omnivore,daily,natural gas,private,hybrid,often,239,frequently,3616,large,1,22,24,6,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",2860
underweight,male,vegetarian,daily,electricity,private,petrol,sometimes,250,rarely,213,medium,5,19,13,13,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1263
underweight,female,vegan,twice a day,coal,private,petrol,sometimes,52,very frequently,30,small,4,24,27,22,Yes,['Glass'],['Stove'],2242
obese,female,omnivore,more frequently,coal,private,hybrid,sometimes,138,frequently,8374,extra large,5,3,33,18,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",4213
overweight,male,vegetarian,more frequently,coal,private,lpg,often,52,rarely,9742,large,7,6,18,19,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",5041
normal,female,omnivore,less frequently,wood,private,electric,never,145,rarely,7282,medium,3,6,17,0,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",843
underweight,male,pescatarian,more frequently,wood,private,hybrid,sometimes,265,rarely,8005,extra large,2,24,27,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2568
overweight,female,vegetarian,more frequently,coal,private,petrol,never,110,never,9622,small,5,12,20,11,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4437
obese,male,omnivore,more frequently,electricity,private,hybrid,often,158,rarely,5413,small,3,15,14,12,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",2430
underweight,male,omnivore,daily,natural gas,private,diesel,often,85,frequently,1510,large,2,11,48,4,No,"['Plastic', 'Glass']",['Oven'],2431
underweight,female,vegan,twice a day,natural gas,private,diesel,often,198,never,5457,large,3,21,30,1,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2251
overweight,male,pescatarian,twice a day,wood,private,hybrid,often,103,never,1703,small,6,24,18,22,Yes,"['Glass', 'Metal']",['Oven'],1595
obese,female,omnivore,less frequently,coal,private,electric,never,92,never,1088,extra large,4,6,12,14,Sometimes,[],"['Grill', 'Airfryer']",1656
normal,female,pescatarian,less frequently,natural gas,private,diesel,never,136,rarely,5808,extra large,7,8,31,17,Sometimes,['Glass'],"['Grill', 'Airfryer']",3015
overweight,male,pescatarian,twice a day,coal,private,lpg,often,176,very frequently,3873,medium,5,8,44,17,Yes,['Paper'],['Microwave'],4784
underweight,male,omnivore,daily,electricity,private,hybrid,often,267,never,8305,medium,2,13,48,15,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2877
overweight,male,pescatarian,less frequently,wood,private,lpg,often,132,never,8699,extra large,4,15,47,16,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4737
overweight,female,omnivore,less frequently,wood,private,lpg,never,294,frequently,5071,extra large,2,3,15,19,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3317
obese,male,pescatarian,daily,electricity,private,diesel,often,178,rarely,9351,medium,4,1,24,11,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",4489
overweight,male,vegetarian,more frequently,wood,private,petrol,sometimes,110,frequently,9789,extra large,3,9,13,9,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",6447
overweight,male,pescatarian,more frequently,wood,private,lpg,never,293,rarely,3438,medium,1,21,6,24,Yes,['Glass'],"['Oven', 'Microwave']",2522
overweight,male,vegan,twice a day,coal,private,electric,sometimes,83,rarely,5467,small,4,7,9,19,Sometimes,['Paper'],['Oven'],1424
underweight,female,vegetarian,twice a day,natural gas,private,lpg,sometimes,88,never,5492,medium,7,14,50,3,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2815
normal,male,omnivore,less frequently,wood,private,lpg,often,130,very frequently,4638,small,1,14,10,0,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",3395
obese,male,omnivore,less frequently,coal,private,lpg,often,138,rarely,4770,small,2,6,46,0,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3662
underweight,female,vegan,less frequently,wood,private,diesel,sometimes,145,frequently,2157,extra large,7,7,47,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2588
obese,male,vegan,twice a day,wood,private,petrol,never,260,rarely,7561,small,4,15,1,12,No,"['Paper', 'Plastic', 'Metal']",['Stove'],4359
underweight,female,omnivore,less frequently,natural gas,private,lpg,sometimes,222,rarely,8831,small,2,10,28,4,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",3032
normal,male,pescatarian,less frequently,wood,private,hybrid,never,58,very frequently,2576,medium,5,12,16,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],2549
normal,female,vegetarian,twice a day,electricity,private,electric,often,168,rarely,6830,extra large,1,12,36,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1144
obese,female,vegetarian,more frequently,wood,private,petrol,never,216,very frequently,1291,large,6,17,18,11,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",3363
overweight,female,pescatarian,less frequently,natural gas,private,lpg,often,240,rarely,3495,extra large,1,8,46,10,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2572
underweight,female,omnivore,twice a day,natural gas,private,electric,never,288,frequently,1937,large,7,5,18,17,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2120
underweight,male,omnivore,daily,coal,private,hybrid,never,97,frequently,2971,extra large,6,17,26,3,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2679
obese,female,vegetarian,daily,natural gas,private,lpg,sometimes,75,very frequently,2946,small,7,22,4,5,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3004
underweight,male,vegetarian,twice a day,coal,private,petrol,often,52,very frequently,6418,small,3,0,2,3,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4155
obese,female,vegetarian,more frequently,wood,private,hybrid,often,254,frequently,4180,small,5,21,5,13,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2232
overweight,female,pescatarian,less frequently,wood,private,hybrid,never,185,never,4358,small,4,3,4,1,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1185
normal,male,pescatarian,less frequently,electricity,private,electric,sometimes,66,never,449,extra large,1,17,20,22,No,"['Paper', 'Glass']",[],802
normal,male,vegan,daily,coal,private,electric,never,194,never,9124,large,5,11,21,8,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",1678
normal,female,omnivore,twice a day,coal,private,lpg,often,226,rarely,4909,large,3,8,1,2,No,['Plastic'],['Stove'],2690
overweight,female,vegetarian,more frequently,wood,private,lpg,often,190,never,7909,large,3,20,0,6,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2959
overweight,female,omnivore,less frequently,natural gas,private,lpg,often,275,very frequently,8404,extra large,3,3,27,4,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",5071
normal,male,vegetarian,more frequently,wood,private,petrol,never,279,frequently,4296,medium,3,9,50,2,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4053
underweight,female,pescatarian,twice a day,electricity,private,electric,often,115,frequently,6338,extra large,7,9,48,12,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],2068
normal,female,vegan,less frequently,coal,private,diesel,never,294,very frequently,8037,extra large,7,8,24,1,Yes,"['Plastic', 'Glass']",['Microwave'],4652
overweight,male,vegan,twice a day,coal,private,lpg,sometimes,219,frequently,3349,small,2,8,45,20,No,['Plastic'],"['Oven', 'Microwave']",3560
obese,male,omnivore,less frequently,coal,private,electric,often,185,never,1444,large,1,9,49,19,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2491
underweight,female,pescatarian,less frequently,coal,private,electric,never,72,very frequently,3238,medium,1,11,33,17,No,['Glass'],['Oven'],2189
normal,female,vegetarian,twice a day,coal,private,petrol,never,230,very frequently,4268,large,4,24,39,13,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],3968
normal,female,pescatarian,daily,wood,private,petrol,often,114,rarely,8021,medium,3,5,12,15,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],3426
obese,female,pescatarian,more frequently,coal,private,lpg,never,97,never,5878,medium,5,7,34,1,Sometimes,"['Plastic', 'Glass']",[],3370
overweight,male,pescatarian,daily,wood,private,petrol,sometimes,272,rarely,3808,extra large,4,7,23,17,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",3434
underweight,female,omnivore,less frequently,coal,private,diesel,sometimes,58,never,1396,small,7,7,5,9,No,"['Paper', 'Glass', 'Metal']",[],1033
normal,male,vegetarian,more frequently,wood,private,petrol,often,82,very frequently,1048,medium,1,14,0,22,Yes,"['Paper', 'Plastic']",['Microwave'],2425
obese,male,vegan,twice a day,electricity,private,diesel,sometimes,105,rarely,2936,medium,6,22,25,19,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2791
overweight,male,vegan,daily,coal,private,electric,never,103,very frequently,4792,small,1,1,35,3,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2662
overweight,female,vegan,twice a day,coal,private,electric,often,128,rarely,9511,extra large,4,6,29,13,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1797
overweight,male,vegetarian,less frequently,electricity,private,lpg,sometimes,141,rarely,8034,medium,6,19,44,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4223
normal,female,pescatarian,more frequently,wood,private,petrol,never,145,never,4458,medium,4,12,9,10,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2021
underweight,male,omnivore,more frequently,natural gas,private,diesel,never,171,frequently,9562,small,5,19,31,11,Sometimes,[],['Stove'],4300
underweight,male,vegan,twice a day,natural gas,private,petrol,often,140,rarely,7246,extra large,1,17,23,0,No,"['Paper', 'Metal']",['Oven'],3757
underweight,female,omnivore,daily,natural gas,private,lpg,often,212,very frequently,7840,extra large,4,12,4,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",3925
normal,female,omnivore,twice a day,natural gas,private,hybrid,never,158,very frequently,2052,medium,3,0,17,2,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2279
obese,female,pescatarian,less frequently,wood,private,petrol,never,118,never,5602,small,2,20,2,19,Sometimes,['Glass'],['Oven'],3094
overweight,female,pescatarian,twice a day,electricity,private,electric,sometimes,176,very frequently,8091,extra large,5,15,41,22,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2728
normal,male,vegetarian,more frequently,natural gas,private,petrol,often,94,rarely,8522,medium,1,18,38,12,No,"['Paper', 'Glass', 'Metal']",[],4598
normal,male,vegan,daily,natural gas,private,diesel,never,219,rarely,5556,large,4,10,47,14,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3114
underweight,male,vegan,less frequently,coal,private,electric,never,144,frequently,4771,extra large,4,15,18,8,Sometimes,"['Plastic', 'Glass', 'Metal']",['Stove'],2014
overweight,male,vegetarian,daily,natural gas,private,petrol,sometimes,147,never,8567,medium,7,0,11,21,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4994
underweight,female,omnivore,twice a day,electricity,private,petrol,sometimes,187,very frequently,2847,extra large,4,16,23,22,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",3121
obese,male,vegan,daily,natural gas,private,diesel,never,58,rarely,3337,extra large,3,12,49,15,No,['Glass'],"['Stove', 'Oven']",3361
underweight,female,vegan,more frequently,natural gas,private,hybrid,never,201,rarely,197,medium,5,8,12,2,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",915
overweight,female,omnivore,more frequently,wood,private,petrol,sometimes,245,rarely,7070,medium,4,5,26,3,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",3995
overweight,male,vegan,less frequently,coal,private,electric,sometimes,215,never,681,large,1,1,1,3,No,[],['Microwave'],1178
normal,male,pescatarian,daily,natural gas,private,lpg,never,91,frequently,9245,medium,1,5,49,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4151
normal,female,vegan,more frequently,natural gas,private,hybrid,never,257,rarely,2663,medium,4,20,48,23,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],1781
underweight,male,omnivore,more frequently,wood,private,petrol,sometimes,264,rarely,6138,medium,6,4,23,0,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],3647
obese,female,vegan,more frequently,electricity,private,diesel,never,255,frequently,6859,large,6,9,21,6,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",3895
normal,female,pescatarian,twice a day,coal,private,petrol,never,211,rarely,6087,small,2,10,44,19,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],3284
overweight,male,vegan,twice a day,wood,private,petrol,never,164,frequently,1810,large,3,13,36,16,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3118
overweight,female,vegetarian,less frequently,wood,private,petrol,sometimes,194,rarely,7666,small,6,6,40,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",4102
underweight,female,vegan,less frequently,natural gas,private,lpg,sometimes,298,frequently,9075,small,6,20,46,5,No,['Metal'],"['Stove', 'Oven', 'Microwave']",3719
obese,male,vegetarian,more frequently,coal,private,petrol,sometimes,261,rarely,174,large,6,12,20,0,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2400
obese,female,pescatarian,twice a day,coal,private,hybrid,never,188,very frequently,5156,large,7,19,33,20,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4368
normal,female,vegan,twice a day,wood,private,electric,sometimes,186,frequently,3197,extra large,7,12,22,20,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",2257
obese,male,vegetarian,daily,natural gas,private,petrol,often,81,rarely,6231,extra large,7,18,25,6,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",5952
underweight,male,vegan,more frequently,coal,private,diesel,sometimes,74,rarely,2887,small,7,13,23,6,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2224
obese,male,omnivore,twice a day,electricity,private,hybrid,never,127,never,3749,extra large,4,9,24,2,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",2099
obese,male,vegetarian,less frequently,coal,private,diesel,sometimes,264,very frequently,7158,extra large,2,5,47,18,No,"['Plastic', 'Metal']",['Microwave'],5920
underweight,female,vegetarian,twice a day,wood,private,diesel,never,249,never,7826,medium,2,14,3,0,Yes,[],[],2352
underweight,male,omnivore,daily,natural gas,private,petrol,sometimes,280,very frequently,171,small,5,0,43,0,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2751
overweight,female,vegan,daily,natural gas,private,electric,often,214,very frequently,3431,extra large,1,12,28,16,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",2477
overweight,male,vegan,less frequently,coal,private,diesel,sometimes,77,very frequently,5221,extra large,4,23,21,3,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4646
overweight,male,pescatarian,less frequently,wood,private,electric,sometimes,248,rarely,5174,extra large,4,4,24,10,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2009
obese,male,vegetarian,daily,electricity,private,electric,often,246,rarely,6693,large,5,0,17,10,No,['Plastic'],['Oven'],1936
